Cúcuta,File:Flag_of_Cúcuta.svg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Flag_of_C%C3%BAcuta.svg,Cúcuta.svg,downloaded,
Cucutilla,File:Flag_of_Cucutilla_(Norte_de_Santander).svg,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Cucutilla_%28Norte_de_Santander%29.svg,Cucutilla.svg,downloaded,
Cuítiva,File:Flag_of_Cuítiva.svg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Cu%C3%ADtiva.svg,Cuítiva.svg,downloaded,
Cumaral,File:Flag_of_Cumaral_(Meta).svg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Cumaral_%28Meta%29.svg,Cumaral.svg,downloaded,
Cumaribo,File:Flag_of_Cumaribo_(Vichada).svg,https://upload.wikimedia.org/wikipedia/commons/6/6e/Flag_of_Cumaribo_%28Vichada%29.svg,Cumaribo.svg,downloaded,
Vichada,File:Flag_of_Vichada.svg,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Vichada.svg,Vichada.svg,downloaded,
Cumbal (Nariño),File:Flag_of_Cumbal_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Cumbal_%28Nari%C3%B1o%29.svg,Cumbal (Nariño).svg,downloaded,
Cumbitara,File:Flag_of_Cumbitara_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/e/e4/Flag_of_Cumbitara_%28Nari%C3%B1o%29.svg,Cumbitara.svg,downloaded,
Cunday,File:Flag_of_Cunday.svg,https://upload.wikimedia.org/wikipedia/commons/6/63/Flag_of_Cunday.svg,Cunday.svg,downloaded,
Curillo,File:Flag_of_Curillo_(Caquetá).svg,https://upload.wikimedia.org/wikipedia/commons/8/86/Flag_of_Curillo_%28Caquet%C3%A1%29.svg,Curillo.svg,downloaded,
Curití,File:Flag_of_Curití_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/0/09/Flag_of_Curit%C3%AD_%28Santander%29.svg,Curití.svg,downloaded,
Curumaní,File:Flag_of_Curumaní_(Cesar).svg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Curuman%C3%AD_%28Cesar%29.svg,Curumaní.svg,downloaded,
Dabeiba,File:Flag_of_Dabeiba_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Dabeiba_%28Antioquia%29.svg,Dabeiba.svg,downloaded,
Dagua,File:Flag_of_Dagua_(Valle_del_Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/c/c9/Flag_of_Dagua_%28Valle_del_Cauca%29.svg,Dagua.svg,downloaded,
Dibulla,File:Flag_of_Dibulla_(La_Guajira).svg,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Dibulla_%28La_Guajira%29.svg,Dibulla.svg,downloaded,
Distracción (La Guajira),File:Flag_of_Distracción_(La_Guajira).svg,https://upload.wikimedia.org/wikipedia/commons/d/df/Flag_of_Distracci%C3%B3n_%28La_Guajira%29.svg,,error,"HTTPSConnectionPool(host='upload.wikimedia.org', port=443): Max retries exceeded with url: /wikipedia/commons/d/df/Flag_of_Distracci%C3%B3n_%28La_Guajira%29.svg (Caused by NameResolutionError(""HTTPSConnection(host='upload.wikimedia.org', port=443): Failed to resolve 'upload.wikimedia.org' ([Errno 11001] getaddrinfo failed)""))"
El Peñol (Antioquia),File:Flag_of_El_Peñol_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Flag_of_El_Pe%C3%B1ol_%28Antioquia%29.svg,El Peñol (Antioquia).svg,downloaded,
El Peñol (Nariño),File:Flag_of_El_Peñol_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_El_Pe%C3%B1ol_%28Nari%C3%B1o%29.svg,El Peñol (Nariño).svg,downloaded,
El Peñón (Bolívar),File:Flag_of_Bolívar_(Colombia).svg,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Bol%C3%ADvar_%28Colombia%29.svg,El Peñón (Bolívar).svg,downloaded,
El Peñón (Cundinamarca),File:Flag_of_el_Peñón_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Flag_of_el_Pe%C3%B1%C3%B3n_%28Cundinamarca%29.svg,El Peñón (Cundinamarca).svg,downloaded,
El Peñón (Santander),File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,El Peñón (Santander).svg,downloaded,
El Piñón,File:Flag_of_El_Piñón_(Magdalena).svg,https://upload.wikimedia.org/wikipedia/commons/7/70/Flag_of_El_Pi%C3%B1%C3%B3n_%28Magdalena%29.svg,El Piñón.svg,downloaded,
El Pital,File:Flag_of_El_Pital_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/7/75/Flag_of_El_Pital_%28Huila%29.svg,El Pital.svg,downloaded,
El Playón (Santander),File:Flag_of_El_Playón_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_El_Play%C3%B3n_%28Santander%29.svg,El Playón (Santander).svg,downloaded,
El Retén,File:Flag_of_El_Retén_(Magdalena).svg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Flag_of_El_Ret%C3%A9n_%28Magdalena%29.svg,El Retén.svg,downloaded,
El Retiro (Antioquia),File:Flag_of_El_Retiro.svg,https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_El_Retiro.svg,El Retiro (Antioquia).svg,downloaded,
El Retorno (Guaviare),File:Flag_of_El_Retorno_(Guaviare).svg,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_El_Retorno_%28Guaviare%29.svg,El Retorno (Guaviare).svg,downloaded,
El Roble (Sucre),File:Flag_of_El_Roble_(Sucre).svg,https://upload.wikimedia.org/wikipedia/commons/6/69/Flag_of_El_Roble_%28Sucre%29.svg,El Roble (Sucre).svg,downloaded,
El Rosal (Cundinamarca),,,,sin_bandera,
El Rosario (Nariño),File:Flag_of_El_Rosario_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/8/85/Flag_of_El_Rosario_%28Nari%C3%B1o%29.svg,El Rosario (Nariño).svg,downloaded,
El Santuario,File:Flag_of_El_Santuario.svg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Flag_of_El_Santuario.svg,El Santuario.svg,downloaded,
El Socorro (Santander),File:Flag_of_El_Socorro_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_El_Socorro_%28Santander%29.svg,El Socorro (Santander).svg,downloaded,
El Tablón (Nariño),,,,sin_bandera,
El Tambo (Cauca),File:Flag_of_El_Tambo_(Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_El_Tambo_%28Cauca%29.svg,El Tambo (Cauca).svg,downloaded,
El Tambo (Nariño),File:Flag_of_El_Tambo_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Flag_of_El_Tambo_%28Nari%C3%B1o%29.svg,El Tambo (Nariño).svg,downloaded,
El Tarra,File:Flag_of_El_Tarra_(Norte_de_Santander).svg,https://upload.wikimedia.org/wikipedia/commons/3/3d/Flag_of_El_Tarra_%28Norte_de_Santander%29.svg,El Tarra.svg,downloaded,
El Zulia,File:Flag_of_El_Zulia.svg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Flag_of_El_Zulia.svg,El Zulia.svg,downloaded,
Elías (Huila),File:Flag_of_Elías_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_El%C3%ADas_%28Huila%29.svg,Elías (Huila).svg,downloaded,
Encino (Santander),File:Flag_of_Encino_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/0/01/Flag_of_Encino_%28Santander%29.svg,Encino (Santander).svg,downloaded,
Entrerríos (Antioquia),,,,sin_bandera,
Envigado,File:Flag_of_Envigado_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/6/6c/Flag_of_Envigado_%28Antioquia%29.svg,Envigado.svg,downloaded,
Facatativá,File:Flag_of_Facatativá_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Flag_of_Facatativ%C3%A1_%28Cundinamarca%29.svg,Facatativá.svg,downloaded,
Falán,,,,sin_bandera,
Filadelfia (Caldas),File:Flag_of_Filadelfia_Caldas.svg,https://upload.wikimedia.org/wikipedia/commons/3/39/Flag_of_Filadelfia_Caldas.svg,Filadelfia (Caldas).svg,downloaded,
Filandia,File:Flag_of_Filandia_(Quindío).svg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Filandia_%28Quind%C3%ADo%29.svg,Filandia.svg,downloaded,
Firavitoba,File:Flag_of_Firavitoba_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_Firavitoba_%28Boyac%C3%A1%29.svg,Firavitoba.svg,downloaded,
Flandes (Tolima),,,,sin_bandera,
Florencia (Cauca),File:Flag_of_Florencia_(Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Florencia_%28Cauca%29.svg,Florencia (Cauca).svg,downloaded,
Florencia (Caquetá),File:Flag_of_Florencia_(Caquetá).svg,https://upload.wikimedia.org/wikipedia/commons/4/40/Flag_of_Florencia_%28Caquet%C3%A1%29.svg,Florencia (Caquetá).svg,downloaded,
Floresta (Boyacá),File:Flag_of_Floresta_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/5/52/Flag_of_Floresta_%28Boyac%C3%A1%29.svg,Floresta (Boyacá).svg,downloaded,
Florián,File:Flag_of_Florián_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Flag_of_Flori%C3%A1n_%28Santander%29.svg,Florián.svg,downloaded,
Florida (Valle del Cauca),"File:Flag_of_Florida,_Valle_del_Cauca.svg",https://upload.wikimedia.org/wikipedia/commons/2/2b/Flag_of_Florida%2C_Valle_del_Cauca.svg,Florida (Valle del Cauca).svg,downloaded,
Floridablanca (Santander),,,,sin_bandera,
Fómeque,File:Flag_of_Fómeque_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_F%C3%B3meque_%28Cundinamarca%29.svg,Fómeque.svg,downloaded,
Fonseca (La Guajira),File:Flag_of_Fonseca_(La_Guajira).svg,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Fonseca_%28La_Guajira%29.svg,Fonseca (La Guajira).svg,downloaded,
Fortul,File:Flag_of_Fortul_(Arauca).svg,https://upload.wikimedia.org/wikipedia/commons/f/f5/Flag_of_Fortul_%28Arauca%29.svg,Fortul.svg,downloaded,
Fosca,File:Flag_of_Fosca_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Fosca_%28Cundinamarca%29.svg,Fosca.svg,downloaded,
Francisco Pizarro (Nariño),,,,sin_bandera,
Fredonia (Antioquia),,,,sin_bandera,
Fresno (Colombia),,,,sin_bandera,
Frontino (Antioquia),File:Flag_of_Frontino.svg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Flag_of_Frontino.svg,Frontino (Antioquia).svg,downloaded,
Fuente de Oro,File:Flag_of_Fuente_de_Oro_(Meta).svg,https://upload.wikimedia.org/wikipedia/commons/1/18/Flag_of_Fuente_de_Oro_%28Meta%29.svg,Fuente de Oro.svg,downloaded,
Fundación (Magdalena),File:Flag_of_Fundación_(Magdalena).svg,https://upload.wikimedia.org/wikipedia/commons/4/40/Flag_of_Fundaci%C3%B3n_%28Magdalena%29.svg,Fundación (Magdalena).svg,downloaded,
Funes (Colombia),,,,sin_bandera,
Funza,File:Flag_of_Funza_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Funza_%28Cundinamarca%29.svg,Funza.svg,downloaded,
Fúquene,File:Flag_of_Fúquene.svg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Flag_of_F%C3%BAquene.svg,Fúquene.svg,downloaded,
Fusagasugá,File:Flag_of_Fusagasugá.svg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Fusagasug%C3%A1.svg,Fusagasugá.svg,downloaded,
Gachalá,File:Flag_of_Gachalá_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Flag_of_Gachal%C3%A1_%28Cundinamarca%29.svg,Gachalá.svg,downloaded,
Gachancipá,File:Flag_of_Gachancipá.svg,https://upload.wikimedia.org/wikipedia/commons/4/46/Flag_of_Gachancip%C3%A1.svg,Gachancipá.svg,downloaded,
Gachantivá,File:Flag_of_Gachantivá_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Gachantiv%C3%A1_%28Boyac%C3%A1%29.svg,Gachantivá.svg,downloaded,
Gachetá,File:Flag_of_Gachetá.svg,https://upload.wikimedia.org/wikipedia/commons/8/87/Flag_of_Gachet%C3%A1.svg,Gachetá.svg,downloaded,
Galán (Santander),File:Flag_of_Galán_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/f/f8/Flag_of_Gal%C3%A1n_%28Santander%29.svg,Galán (Santander).svg,downloaded,
Galapa,File:Flag_of_Galapa.svg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Galapa.svg,Galapa.svg,downloaded,
Galeras (Sucre),File:Flag_of_Galeras_(Sucre).svg,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Galeras_%28Sucre%29.svg,Galeras (Sucre).svg,downloaded,
Gama (Cundinamarca),File:Flag_of_Gama_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/5/57/Flag_of_Gama_%28Cundinamarca%29.svg,Gama (Cundinamarca).svg,downloaded,
Gamarra (Cesar),File:Flag_of_Gamarra_(Cesar).svg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Flag_of_Gamarra_%28Cesar%29.svg,Gamarra (Cesar).svg,downloaded,
Gámbita,File:Flag_of_Gámbita_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/2/24/Flag_of_G%C3%A1mbita_%28Santander%29.svg,Gámbita.svg,downloaded,
Gámeza,File:Flag_of_Gámeza_(Boyacá).svg,https://upload.wikimedia.org/wikipedia/commons/8/81/Flag_of_G%C3%A1meza_%28Boyac%C3%A1%29.svg,Gámeza.svg,downloaded,
Garagoa,File:Flag_of_Garagoa.svg,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Garagoa.svg,Garagoa.svg,downloaded,
Garzón (Huila),File:Flag_of_Garzón_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/b/b5/Flag_of_Garz%C3%B3n_%28Huila%29.svg,Garzón (Huila).svg,downloaded,
Génova (Quindío),File:Flag_of_Génova_(Quindío).svg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_G%C3%A9nova_%28Quind%C3%ADo%29.svg,Génova (Quindío).svg,downloaded,
Gigante (Huila),File:Flag_of_Gigante_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_Gigante_%28Huila%29.svg,Gigante (Huila).svg,downloaded,
Ginebra (Valle del Cauca),,,,sin_bandera,
Giraldo,File:Flag_of_Giraldo_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Flag_of_Giraldo_%28Antioquia%29.svg,Giraldo.svg,downloaded,
Girardot,File:Flag_of_Girardot_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Flag_of_Girardot_%28Cundinamarca%29.svg,Girardot.svg,downloaded,
Girardota,File:Flag_of_Girardota.svg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Flag_of_Girardota.svg,Girardota.svg,downloaded,
Girón (Santander),,,,sin_bandera,
Gómez Plata,File:Flag_of_Gómez_Plata_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Flag_of_G%C3%B3mez_Plata_%28Antioquia%29.svg,Gómez Plata.svg,downloaded,
González (Cesar),File:Flag_of_González_(Cesar).svg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Gonz%C3%A1lez_%28Cesar%29.svg,González (Cesar).svg,downloaded,
Gramalote,File:Flag_of_Gramalote.svg,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Gramalote.svg,Gramalote.svg,downloaded,
Granada (Antioquia),File:Flag_of_Granada_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/8/80/Flag_of_Granada_%28Antioquia%29.svg,Granada (Antioquia).svg,downloaded,
Granada (Cundinamarca),File:Flag_of_Granada_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/8/8a/Flag_of_Granada_%28Cundinamarca%29.svg,Granada (Cundinamarca).svg,downloaded,
Granada (Meta),"File:Flag_of_Granada,_Meta.svg",https://upload.wikimedia.org/wikipedia/commons/6/6f/Flag_of_Granada%2C_Meta.svg,Granada (Meta).svg,downloaded,
Guaca (Santander),File:Flag_of_Guaca_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/6/60/Flag_of_Guaca_%28Santander%29.svg,Guaca (Santander).svg,downloaded,
Guacamayas,File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,Guacamayas.svg,downloaded,
Guacarí,File:Flag_of_Guacarí_(Valle_del_Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Guacar%C3%AD_%28Valle_del_Cauca%29.svg,Guacarí.svg,downloaded,
Guachené,File:Flag_of_Guachené_(Cauca).svg,https://upload.wikimedia.org/wikipedia/commons/1/10/Flag_of_Guachen%C3%A9_%28Cauca%29.svg,Guachené.svg,downloaded,
Guachetá,File:Flag_of_Guachetá_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Guachet%C3%A1_%28Cundinamarca%29.svg,Guachetá.svg,downloaded,
Guachucal,File:Flag_of_Guachucal_(Nariño).svg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Flag_of_Guachucal_%28Nari%C3%B1o%29.svg,Guachucal.svg,downloaded,
Guadalupe (Antioquia),File:Flag_of_Guadalupe_(Antioquia).svg,https://upload.wikimedia.org/wikipedia/commons/f/fb/Flag_of_Guadalupe_%28Antioquia%29.svg,Guadalupe (Antioquia).svg,downloaded,
Guadalupe (Huila),File:Flag_of_Guadalupe_(Huila).svg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Guadalupe_%28Huila%29.svg,Guadalupe (Huila).svg,downloaded,
Guadalupe (Santander),File:Flag_of_Guadalupe_(Santander).svg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Flag_of_Guadalupe_%28Santander%29.svg,Guadalupe (Santander).svg,downloaded,
Guaduas,File:Flag_of_Guaduas_(Cundinamarca).svg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Guaduas_%28Cundinamarca%29.svg,Guaduas.svg,downloaded,
Guaitarilla,File:Flag_of_Colombia.svg,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,Guaitarilla.svg,downloaded,
